"","id","tweet_id","candidate","tweet_created","sentiment","tweet_location","user_timezone","text","predictedLabel","actualLabel","maxEntPrediction","maxEntProbability","svmPrediction","svmProbability","glmnetPrediction","glmnetProbability","consensusCount","probabilityLabel","consensusLabel"
"112",112,"629697001840508928","Donald Trump","2015-08-07 09:53:59 -0700","Negative","","","RT @SnarkyDemo: What did the #GOPDebate teach us about a future President Trump?  America probably won’t be safe, except if we’re attacked …",1,1,"1",0.999999998875838,"1",0.880026162436759,"1",0.85278398874895,3,1,1
"113",113,"629696992285831168","No candidate mentioned","2015-08-07 09:53:56 -0700","Negative","Seattle ","","RT @congoboy: This is going to be a long, tiring election season.  ""shockingly ill-informed"" candidates at #GOPDebate http://t.co/vTK1k0tXi…",1,1,"1",0.999999999999173,"1",0.896320557653571,"1",0.868516107009955,3,1,1
"116",116,"629696988557254656","Scott Walker","2015-08-07 09:53:55 -0700","Negative","Delaware","Eastern Time (US & Canada)","RT @MattyIceAZ: Scott Walker can't even carry his own state. #GOPDebate",1,1,"1",1,"1",0.932350585489919,"1",0.868318937256399,3,1,1
"117",117,"629696988158799872","No candidate mentioned","2015-08-07 09:53:55 -0700","Negative","","Mountain Time (US & Canada)","RT @XLNB: Black people, if you need anymore indication why Republicans hate us. Peep this. #GOPDebate http://t.co/Bh0ChsY5Eh",1,1,"1",1,"1",0.941968405672502,"1",0.882185918218267,3,1,1
"118",118,"629696986288009216","No candidate mentioned","2015-08-07 09:53:55 -0700","Negative","Springfield, IL","Central Time (US & Canada)","RT @Smethanie: Sure, God told me I should run, and the Tooth Fairy agreed and all the Teletubbies voted yes, so here I am. #GOPDebate",1,1,"1",0.999999999999047,"1",0.897723914050555,"1",0.853158410068947,3,1,1
"119",119,"629696985847611392","Donald Trump","2015-08-07 09:53:55 -0700","Negative","Las Vegas NV","","RT @palmaceiahome1: Trump should have told Megyn Kelly to go to HELL! #FoxNews #GOPDebate",1,1,"1",0.999999999999996,"1",0.938185243959858,"1",0.823705202779476,3,1,1
"120",120,"629696984681582592","No candidate mentioned","2015-08-07 09:53:55 -0700","Negative","Fla/Mich","Central Time (US & Canada)","RT @palmaceiahome1: Caller on the Rush Limbaugh show:""I have lost all respect for Fox News."" #FoxNews #GOPDebate",1,1,"1",0.999999011130797,"1",0.933008427745935,"1",0.860301735485549,3,1,1
"121",121,"629696983159193600","Donald Trump","2015-08-07 09:53:54 -0700","Negative","USA","Eastern Time (US & Canada)","RT @realDonaldTrump: ""@stinger_inc: @realDonaldTrump  @megynkelly's behaviour at the #GOPDebate was astonishingly biased.""",1,1,"1",0.999999998488182,"1",0.826957204033767,"1",0.621612070910585,3,1,1
"122",122,"629696982534258688","Marco Rubio","2015-08-07 09:53:54 -0700","Positive","","Quito","Republicans Debate Economics: Rubio Wins, Bush Falters, Huckabee Exaggerates http://t.co/mOlloaQhWQ #GOPdebate #knowmorenotless @GPNAPLang",3,3,"3",0.999999999999999,"3",0.667333137881227,"1",0.63398680231031,2,3,3
"123",123,"629696982525865984","No candidate mentioned","2015-08-07 09:53:54 -0700","Negative","10km from amsterdam","Amsterdam","RT @JamesViser: Huh. Half of Clinton's charity went to...the Clintons! http://t.co/BVwRoSgWAL #copolitics #Hillary2016 #StopHillary #UniteB…",1,1,"1",0.999999880419027,"1",0.87764652046577,"1",0.870474052664948,3,1,1
"124",124,"629696981531820032","Donald Trump","2015-08-07 09:53:54 -0700","Negative","","","RT @kraig4u: #GOPDebate  The order was to ""take out Trump"", but I wonder if FOX News was the one who took the ""order"" seriously. @HeidiL_RN",1,1,"1",1,"1",0.89645635307059,"1",0.875077175242567,3,1,1
"126",126,"629696979858292736","Donald Trump","2015-08-07 09:53:53 -0700","Negative","","Pacific Time (US & Canada)","RT @AmyMek: We all owe @realDonaldTrump a huge thank you 4 exposing to the world<f0><U+009F><U+0091><U+0089>@megynkelly, Chris Wallace, &amp; @FrankLuntz are true Rhinos!…",1,1,"1",0.999385328118221,"1",0.793632007346284,"1",0.682501848806092,3,1,1
"127",127,"629696979313033216","Scott Walker","2015-08-07 09:53:53 -0700","Negative","","Central Time (US & Canada)","RT @TheBaxterBean: Scott Walker Lies: Says WI Budget Has $535M Surplus (Actually Has $1.76B Deficit) http://t.co/VVMxzkxLKr #GOPDebate http…",1,1,"1",1,"1",0.919967313459445,"1",0.850279750746082,3,1,1
"128",128,"629696978272821248","No candidate mentioned","2015-08-07 09:53:53 -0700","Positive","EveryWhere","Eastern Time (US & Canada)","You're right Last I heard @SenSanders was that only women could give birth to s child. Has that changed? #GOPDebate  https://t.co/5HkCefp1hf",1,3,"3",0.999999458691397,"1",0.931329967066714,"1",0.870784560578237,2,3,1
"130",130,"629696972711014400","No candidate mentioned","2015-08-07 09:53:52 -0700","Negative","","Mountain Time (US & Canada)","RT @FrankConniff: Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?""",1,1,"1",1,"1",0.901134540641296,"1",0.902393460530372,3,1,1
"131",131,"629696972207710208","No candidate mentioned","2015-08-07 09:53:52 -0700","Negative","","Eastern Time (US & Canada)","RT @LeslieMac: But the murder of black ppl is just fine- just not unborn black babies? #GOPLogic #GOPDebate",1,1,"1",1,"1",0.959416805837623,"1",0.930233968007801,3,1,1
"133",133,"629696969057767424","Chris Christie","2015-08-07 09:53:51 -0700","Positive","Los Angeles, CA","","RT @CharlotteLaws: Chris Christie is really standing out at the #GOPdebate",1,3,"3",0.999999999999957,"1",0.906291847698932,"1",0.867775426821955,2,3,1
"134",134,"629696962598559744","Donald Trump","2015-08-07 09:53:49 -0700","Positive","","Central Time (US & Canada)","RT @libertyjibbet: Hey .@realDonaldTrump You know who didn't whine about ""unfair"" questions? @CarlyFiorina Grow a set why don't ya'. #GOPDe…",1,3,"3",0.999997107717861,"1",0.700929010989013,"1",0.633889297217541,2,3,1
"135",135,"629696959515770880","No candidate mentioned","2015-08-07 09:53:49 -0700","Negative","San Marino, California","Pacific Time (US & Canada)","You can't be pro-life AND have watched that 2 hour abortion last night. #GOPDebate #forkedtongue #IseeOrangePeople",1,1,"1",1,"1",0.9228858445608,"1",0.851507547266098,3,1,1
"136",136,"629696958857396224","Donald Trump","2015-08-07 09:53:48 -0700","Negative","","","RT @DanScavino: .@MegynKelly, You failed the American people tonight.  You tried to make history, by destroying @realDonaldTrump. #KellyFai…",1,1,"1",0.999999409080092,"1",0.776298394776927,"1",0.799040309219069,3,1,1
"137",137,"629696955967344640","No candidate mentioned","2015-08-07 09:53:48 -0700","Negative","Athens, Ga","","RT @edstetzer: Btw... when you mix politics and religion, you get politics. #GOPDebate",1,1,"1",1,"1",0.877365879535611,"1",0.858786546068262,3,1,1
"138",138,"629696955543855104","Marco Rubio","2015-08-07 09:53:48 -0700","Positive","","","RT @TeamMarco: Marco nailed it on abortion. We must protect life. #GOPDebate http://t.co/Nn6S7dO22J",1,3,"3",1,"1",0.508578573039562,"1",0.680950145325492,2,3,1
"139",139,"629696954289790976","Donald Trump","2015-08-07 09:53:47 -0700","Negative","","","@megynkelly @BretBaier @foxnews WTF was up with Chris Wallace attacking #Trump2016 on bankruptcy then giving Rubio a softball? #GOPDebate",1,1,"1",1,"1",0.848020927171931,"1",0.669763584403758,3,1,1
"140",140,"629696953513869312","No candidate mentioned","2015-08-07 09:53:47 -0700","Negative","Berkeley, CA","","They obviously didn't get the memo about #SeersuckerThursday. #GOPDebate http://t.co/LZagRRtZfl",1,1,"1",1,"1",0.959350185762124,"1",0.881567759775507,3,1,1
"141",141,"629696952985350144","Donald Trump","2015-08-07 09:53:47 -0700","Negative","","Cape Verde Is.","RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate <f0><U+009F><U+0098><U+0092> --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h",1,1,"1",0.999999999999757,"1",0.896632787984139,"1",0.837707795907089,3,1,1
"142",142,"629696950842064896","No candidate mentioned","2015-08-07 09:53:46 -0700","Negative","","","RT @TuxcedoCat: All Republican dopefuls who say they'll take US back to 2009 on 'Day One' will never see one day in White House! #GOPDebate…",1,1,"1",0.986056236218755,"1",0.890507197530348,"1",0.878297038127602,3,1,1
"143",143,"629696950225473536","Donald Trump","2015-08-07 09:53:46 -0700","Negative","Brooklyn, NY","Eastern Time (US & Canada)","Trump gloating abt buying GOP+Dem pols &amp;them doing his bidding IS my 2000s Billionaire caricature MyaCash #GOPDebate https://t.co/5spmU3csIc",1,1,"1",1,"1",0.877439682623064,"1",0.838283659673001,3,1,1
"144",144,"629696947918643200","No candidate mentioned","2015-08-07 09:53:46 -0700","Positive","","","RT @peddoc63: Go Carly<ed><U+00A0><U+00BD><ed><U+00B3><U+00A2> Go Carly<ed><U+00A0><U+00BD><ed><U+00B3><U+00A2> Go Carly<ed><U+00A0><U+00BD><ed><U+00B3><U+00A2> @CarlyFiorina #Carly2016 #GOPDebate @FlyoverCulture @LeahR77 @steph93065 @MaydnUSA http://t.co/…",3,3,"3",1,"3",0.998956824563489,"3",0.556318719398911,3,3,3
"145",145,"629696947453067264","No candidate mentioned","2015-08-07 09:53:46 -0700","Negative","","","RT @Daenerys: Listening to the #GOPDebate like http://t.co/3JrCuQdAFu",1,1,"1",1,"1",0.877311001366031,"1",0.866133478422054,3,1,1
"146",146,"629696945125224448","Rand Paul","2015-08-07 09:53:45 -0700","Positive","portsmouth ,Rhode Island","","RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.",1,3,"3",0.999999999992936,"1",0.622013767719459,"1",0.66823947130682,2,3,1
"147",147,"629696943963312128","No candidate mentioned","2015-08-07 09:53:45 -0700","Negative","","","RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.",1,1,"1",1,"1",0.884819984000046,"1",0.862312697811334,3,1,1
"148",148,"629696943392866304","Jeb Bush","2015-08-07 09:53:45 -0700","Negative","Houston, Texas","Central Time (US & Canada)","RT @pfikac: .@JebBush 'We are on the verge of the greatest time to be alive in this world but Washington is holding us back' #mysa #txlege …",1,1,"1",0.999999993182302,"1",0.910126920844289,"1",0.870474052664948,3,1,1
"149",149,"629696941769625600","Donald Trump","2015-08-07 09:53:44 -0700","Negative","SSCA","Arizona","RT @DrMartyFox: #Trump Wins Drudge  Debate Poll   <U+27A1><U+FE0F> By A Landslide   #TedCruz #2   #GOPDebate #PJNET<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>   <U+2611><U+FE0F> http://t.co/YUh6j7QqHA http://…",3,1,"1",0.994188377704527,"3",0.920263533453298,"3",0.542284550736276,2,1,3
"150",150,"629696941132279808","No candidate mentioned","2015-08-07 09:53:44 -0700","Positive","Ellicott City, Maryland","Eastern Time (US & Canada)","RT @SiteROI: @GovernorPerry fights back against ""what will you do abt immigration"" Q. Says border is porous, and that must be fixed first. …",1,3,"3",0.999999996133001,"1",0.789719026717594,"1",0.871563779644559,2,3,1
"151",151,"629696940532436992","No candidate mentioned","2015-08-07 09:53:44 -0700","Negative","New York, NY","Eastern Time (US & Canada)","Summary is the #GOPDebate: Status quo shit show",1,1,"1",1,"1",0.974898973119348,"1",0.867386041849683,3,1,1
"152",152,"629696939257245696","No candidate mentioned","2015-08-07 09:53:44 -0700","Negative","God's Country","","RT @ThePatriot143: Debbie Blocks Tweeter Who Questioned Dem Debate Schedule  http://t.co/gXNa0TOqaQ #GOPDebate @DWStweets http://t.co/kxIKF…",1,1,"1",1,"1",0.914856038993644,"1",0.857158120658955,3,1,1
"153",153,"629696937386639360","No candidate mentioned","2015-08-07 09:53:43 -0700","Negative","","Eastern Time (US & Canada)","RT @sallykohn: Hey look, it’s 10 men standing on a stage arguing why they should get to control women’s bodies and choices. #GOPDebate",1,1,"1",0.999128682720147,"1",0.872582155486222,"1",0.834391348421374,3,1,1
"155",155,"629696934039543808","No candidate mentioned","2015-08-07 09:53:42 -0700","Negative","","Central Time (US & Canada)","RT @ChrisJZullo: Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #un…",1,1,"1",1,"1",0.899750978065259,"1",0.843968245920641,3,1,1
"157",157,"629696932189966336","No candidate mentioned","2015-08-07 09:53:42 -0700","Negative","Pittsburgh, PA","Eastern Time (US & Canada)","RT @RFHKerry: If you think ANY of these people are qualified...unfollow me.  #GOPDebate",1,1,"1",1,"1",0.949860132316528,"1",0.887090108703036,3,1,1
"159",159,"629696923729989632","No candidate mentioned","2015-08-07 09:53:40 -0700","Negative","America","Eastern Time (US & Canada)","Who's the real illegal alien- #GOPDebate  Farrakhan on Immigration  the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube",1,1,"1",1,"1",0.904277401489493,"1",0.868818955838716,3,1,1
"160",160,"629696921750368256","No candidate mentioned","2015-08-07 09:53:40 -0700","Negative","","","#GOPDebate The talking heads put on the debate now the talking heads are telling us how the debates went. Maybe we wasted our time watching",1,1,"1",1,"1",0.935189265670691,"1",0.872253552767842,3,1,1
"162",162,"629696913877639168","Donald Trump","2015-08-07 09:53:38 -0700","Positive","People's Republic of Broward","","#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV",1,3,"3",0.999999999715423,"1",0.846063474147802,"1",0.775361401338985,2,3,1
"165",165,"629696909540761600","No candidate mentioned","2015-08-07 09:53:37 -0700","Negative","Nashville","Central Time (US & Canada)","RT @maureenjohnson: ""Where do you think women should sleep when they have The Curse? The shed? Or in an open field, not on your property?' …",1,1,"1",1,"1",0.951681443713344,"1",0.905993414608456,3,1,1
"166",166,"629696906747252736","Ben Carson","2015-08-07 09:53:36 -0700","Negative","John Smith AKA Bazooka Joe","Central Time (US & Canada)","""I think God's a pretty fair guy"" -Ben Carson, neurosurgeon, on his belief modern day taxation should be based on an ancient book #GOPDebate",1,1,"1",0.99939519992926,"1",0.877617573396583,"1",0.824339806008621,3,1,1
"167",167,"629696901860995072","Donald Trump","2015-08-07 09:53:35 -0700","Negative","Not where I want to be U.S.A.","America/New_York","RT @NancyLeeGrahn: The cheers from #GOPDebate  audience afterTrump defiantly named @Rosie as the woman he called ""Fat Pig"" were the voices …",1,1,"1",1,"1",0.914688197662905,"1",0.869280497811946,3,1,1
"168",168,"629696900929855488","No candidate mentioned","2015-08-07 09:53:35 -0700","Negative","New York, NY","Eastern Time (US & Canada)","#BlackLives don't matter, apparently, to Republican candidates for president  http://t.co/8rfevFWSXx / or to @FoxNews #uniteblue #GOPDebate",1,1,"1",1,"1",0.88499149628296,"1",0.868516107009955,3,1,1
"169",169,"629696899960844288","No candidate mentioned","2015-08-07 09:53:34 -0700","Negative","The Moon","Mountain Time (US & Canada)","Overall the main thing we learned from the #GOPDebate is that only straight, white, men matter.",1,1,"1",1,"1",0.934442905170981,"1",0.890024948055271,3,1,1
"170",170,"629696897884647424","No candidate mentioned","2015-08-07 09:53:34 -0700","Positive","Alaska,South Central","Alaska","@USFree4life I thought @seanhannity had the best post #GOPDebate interviews of the night, gave them all a chance 2straighten their position.",3,3,"3",1,"3",0.591584669952697,"1",0.698788301821197,2,3,3
"171",171,"629696892310560768","Donald Trump","2015-08-07 09:53:32 -0700","Negative","","Central Time (US & Canada)","RT @JohnKasich: Hey @RealDonaldTrump, if you're still looking to chip in, check out http://t.co/dy8KnZ122T  #GOPDebate",3,1,"1",0.99999998244907,"3",0.732440484862147,"3",0.686532251700431,2,1,3
"172",172,"629696891895181312","No candidate mentioned","2015-08-07 09:53:32 -0700","Negative","Riverside, CA - USA","Pacific Time (US & Canada)","@megynkelly @BretBaier #ChrisWallace, #America is criticizing UR PERFORMANCES during #GOPDebate b/c U did a REALLY bad job as ""moderators.""",1,1,"1",1,"1",0.877546339008829,"1",0.802395625535895,3,1,1
"173",173,"629696890490253312","Mike Huckabee","2015-08-07 09:53:32 -0700","Negative","","","“@GovMikeHuckabee: Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate rigged",1,1,"1",0.999999999995538,"1",0.873246625559869,"1",0.857024392380994,3,1,1
"174",174,"629696889315794944","Donald Trump","2015-08-07 09:53:32 -0700","Negative","with Carmen Sandiego","Eastern Time (US & Canada)","RT @oftenimprudent: I wish we could teach teenage girls to love themselves as much as Donald Trump loves himself. #GOPdebate",1,1,"1",1,"1",0.877733045919972,"1",0.704824952791837,3,1,1
"175",175,"629696886870401024","No candidate mentioned","2015-08-07 09:53:31 -0700","Negative","Arizona","Arizona","RT @AmyMek: Conservatives are a people without a Network!   #GOPDebate @FoxNews",1,1,"1",0.999999999999878,"1",0.914366813687621,"1",0.883122049643058,3,1,1
