"","X","id","tweet_id","candidate","tweet_created","sentiment","tweet_location","user_timezone","text","predictedLabel","actualLabel","maxEntPrediction","maxEntProbability","svmPrediction","svmProbability","glmnetPrediction","glmnetProbability","consensusCount","probabilityLabel","consensusLabel"
"111",111,111,"629697002830327808","No candidate mentioned","2015-08-07 09:53:59 -0700","Negative","PDX","Eastern Time (US & Canada)","RT @cameronesposito: Ugh will these guys ever shut up about how much they respect women? #GOPDebate",1,1,"1",1,"1",0.963070177890361,"1",0.911319301704454,3,1,1
"112",112,112,"629697001840508928","Donald Trump","2015-08-07 09:53:59 -0700","Negative","","","RT @SnarkyDemo: What did the #GOPDebate teach us about a future President Trump?  America probably won’t be safe, except if we’re attacked …",1,1,"1",0.999994165579918,"1",0.879735384189331,"1",0.852463606516398,3,1,1
"113",113,113,"629696992285831168","No candidate mentioned","2015-08-07 09:53:56 -0700","Negative","Seattle ","","RT @congoboy: This is going to be a long, tiring election season.  ""shockingly ill-informed"" candidates at #GOPDebate http://t.co/vTK1k0tXi…",1,1,"1",0.999999999586202,"1",0.896450442248166,"1",0.868095115918286,3,1,1
"116",116,116,"629696988557254656","Scott Walker","2015-08-07 09:53:55 -0700","Negative","Delaware","Eastern Time (US & Canada)","RT @MattyIceAZ: Scott Walker can't even carry his own state. #GOPDebate",1,1,"1",1,"1",0.932832915535836,"1",0.867839242205196,3,1,1
"117",117,117,"629696988158799872","No candidate mentioned","2015-08-07 09:53:55 -0700","Negative","","Mountain Time (US & Canada)","RT @XLNB: Black people, if you need anymore indication why Republicans hate us. Peep this. #GOPDebate http://t.co/Bh0ChsY5Eh",1,1,"1",1,"1",0.941750157705069,"1",0.881623521104947,3,1,1
"118",118,118,"629696986288009216","No candidate mentioned","2015-08-07 09:53:55 -0700","Negative","Springfield, IL","Central Time (US & Canada)","RT @Smethanie: Sure, God told me I should run, and the Tooth Fairy agreed and all the Teletubbies voted yes, so here I am. #GOPDebate",1,1,"1",0.999999999997136,"1",0.897772344377821,"1",0.853351141047305,3,1,1
"119",119,119,"629696985847611392","Donald Trump","2015-08-07 09:53:55 -0700","Negative","Las Vegas NV","","RT @palmaceiahome1: Trump should have told Megyn Kelly to go to HELL! #FoxNews #GOPDebate",1,1,"1",0.999999999999888,"1",0.939541531313318,"1",0.82287578157382,3,1,1
"120",120,120,"629696984681582592","No candidate mentioned","2015-08-07 09:53:55 -0700","Negative","Fla/Mich","Central Time (US & Canada)","RT @palmaceiahome1: Caller on the Rush Limbaugh show:""I have lost all respect for Fox News."" #FoxNews #GOPDebate",1,1,"1",0.999987176660179,"1",0.935199341939849,"1",0.848464038824918,3,1,1
"121",121,121,"629696983159193600","Donald Trump","2015-08-07 09:53:54 -0700","Negative","USA","Eastern Time (US & Canada)","RT @realDonaldTrump: ""@stinger_inc: @realDonaldTrump  @megynkelly's behaviour at the #GOPDebate was astonishingly biased.""",1,1,"1",0.999999997390861,"1",0.828445711988611,"1",0.623184675002988,3,1,1
"122",122,122,"629696982534258688","Marco Rubio","2015-08-07 09:53:54 -0700","Positive","","Quito","Republicans Debate Economics: Rubio Wins, Bush Falters, Huckabee Exaggerates http://t.co/mOlloaQhWQ #GOPdebate #knowmorenotless @GPNAPLang",3,3,"3",0.999999999998668,"3",0.663803766074091,"1",0.631972046077805,2,3,3
"123",123,123,"629696982525865984","No candidate mentioned","2015-08-07 09:53:54 -0700","Negative","10km from amsterdam","Amsterdam","RT @JamesViser: Huh. Half of Clinton's charity went to...the Clintons! http://t.co/BVwRoSgWAL #copolitics #Hillary2016 #StopHillary #UniteB…",1,1,"1",0.999999748273399,"1",0.877417989117228,"1",0.870630805879476,3,1,1
"124",124,124,"629696981531820032","Donald Trump","2015-08-07 09:53:54 -0700","Negative","","","RT @kraig4u: #GOPDebate  The order was to ""take out Trump"", but I wonder if FOX News was the one who took the ""order"" seriously. @HeidiL_RN",1,1,"1",0.999999999999999,"1",0.896150736263645,"1",0.874829840374048,3,1,1
"126",126,126,"629696979858292736","Donald Trump","2015-08-07 09:53:53 -0700","Negative","","Pacific Time (US & Canada)","RT @AmyMek: We all owe @realDonaldTrump a huge thank you 4 exposing to the world<f0><U+009F><U+0091><U+0089>@megynkelly, Chris Wallace, &amp; @FrankLuntz are true Rhinos!…",1,1,"1",0.998706559642023,"1",0.791589789274531,"1",0.667625876901745,3,1,1
"127",127,127,"629696979313033216","Scott Walker","2015-08-07 09:53:53 -0700","Negative","","Central Time (US & Canada)","RT @TheBaxterBean: Scott Walker Lies: Says WI Budget Has $535M Surplus (Actually Has $1.76B Deficit) http://t.co/VVMxzkxLKr #GOPDebate http…",1,1,"1",1,"1",0.927319789906282,"1",0.847955959597817,3,1,1
"128",128,128,"629696978272821248","No candidate mentioned","2015-08-07 09:53:53 -0700","Positive","EveryWhere","Eastern Time (US & Canada)","You're right Last I heard @SenSanders was that only women could give birth to s child. Has that changed? #GOPDebate  https://t.co/5HkCefp1hf",1,3,"3",0.999997946556993,"1",0.931141057007885,"1",0.870695622581886,2,3,1
"130",130,130,"629696972711014400","No candidate mentioned","2015-08-07 09:53:52 -0700","Negative","","Mountain Time (US & Canada)","RT @FrankConniff: Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?""",1,1,"1",1,"1",0.902358978246353,"1",0.902208805059446,3,1,1
"131",131,131,"629696972207710208","No candidate mentioned","2015-08-07 09:53:52 -0700","Negative","","Eastern Time (US & Canada)","RT @LeslieMac: But the murder of black ppl is just fine- just not unborn black babies? #GOPLogic #GOPDebate",1,1,"1",1,"1",0.96013274999375,"1",0.930093979593177,3,1,1
"133",133,133,"629696969057767424","Chris Christie","2015-08-07 09:53:51 -0700","Positive","Los Angeles, CA","","RT @CharlotteLaws: Chris Christie is really standing out at the #GOPdebate",1,3,"3",0.999999999972721,"1",0.906802617825412,"1",0.867133419371488,2,3,1
"134",134,134,"629696962598559744","Donald Trump","2015-08-07 09:53:49 -0700","Positive","","Central Time (US & Canada)","RT @libertyjibbet: Hey .@realDonaldTrump You know who didn't whine about ""unfair"" questions? @CarlyFiorina Grow a set why don't ya'. #GOPDe…",1,3,"3",0.505176839054104,"1",0.715923110398632,"1",0.615590573543481,2,1,1
"135",135,135,"629696959515770880","No candidate mentioned","2015-08-07 09:53:49 -0700","Negative","San Marino, California","Pacific Time (US & Canada)","You can't be pro-life AND have watched that 2 hour abortion last night. #GOPDebate #forkedtongue #IseeOrangePeople",1,1,"1",0.999999999999995,"1",0.923532606257166,"1",0.853272379016066,3,1,1
"136",136,136,"629696958857396224","Donald Trump","2015-08-07 09:53:48 -0700","Negative","","","RT @DanScavino: .@MegynKelly, You failed the American people tonight.  You tried to make history, by destroying @realDonaldTrump. #KellyFai…",1,1,"1",0.999841969955244,"1",0.770398663534115,"1",0.796233458920607,3,1,1
"137",137,137,"629696955967344640","No candidate mentioned","2015-08-07 09:53:48 -0700","Negative","Athens, Ga","","RT @edstetzer: Btw... when you mix politics and religion, you get politics. #GOPDebate",1,1,"1",0.999999999999997,"1",0.877710031864317,"1",0.859327199729926,3,1,1
"138",138,138,"629696955543855104","Marco Rubio","2015-08-07 09:53:48 -0700","Positive","","","RT @TeamMarco: Marco nailed it on abortion. We must protect life. #GOPDebate http://t.co/Nn6S7dO22J",1,3,"3",1,"1",0.510025174262576,"1",0.675551299552898,2,3,1
"139",139,139,"629696954289790976","Donald Trump","2015-08-07 09:53:47 -0700","Negative","","","@megynkelly @BretBaier @foxnews WTF was up with Chris Wallace attacking #Trump2016 on bankruptcy then giving Rubio a softball? #GOPDebate",1,1,"1",0.999999999903118,"1",0.843898699885902,"1",0.667968522262771,3,1,1
"140",140,140,"629696953513869312","No candidate mentioned","2015-08-07 09:53:47 -0700","Negative","Berkeley, CA","","They obviously didn't get the memo about #SeersuckerThursday. #GOPDebate http://t.co/LZagRRtZfl",1,1,"1",1,"1",0.961336506884044,"1",0.88111052126067,3,1,1
"141",141,141,"629696952985350144","Donald Trump","2015-08-07 09:53:47 -0700","Negative","","Cape Verde Is.","RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate <f0><U+009F><U+0098><U+0092> --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h",1,1,"1",0.999999957576788,"1",0.90015887780375,"1",0.83719784648555,3,1,1
"142",142,142,"629696950842064896","No candidate mentioned","2015-08-07 09:53:46 -0700","Negative","","","RT @TuxcedoCat: All Republican dopefuls who say they'll take US back to 2009 on 'Day One' will never see one day in White House! #GOPDebate…",1,1,"1",0.999988731766705,"1",0.883437597772314,"1",0.879717629568265,3,1,1
"143",143,143,"629696950225473536","Donald Trump","2015-08-07 09:53:46 -0700","Negative","Brooklyn, NY","Eastern Time (US & Canada)","Trump gloating abt buying GOP+Dem pols &amp;them doing his bidding IS my 2000s Billionaire caricature MyaCash #GOPDebate https://t.co/5spmU3csIc",1,1,"1",0.999999999999841,"1",0.877682658344399,"1",0.837784865735416,3,1,1
"144",144,144,"629696947918643200","No candidate mentioned","2015-08-07 09:53:46 -0700","Positive","","","RT @peddoc63: Go Carly<f0><U+009F><U+0093><U+00A2> Go Carly<f0><U+009F><U+0093><U+00A2> Go Carly<f0><U+009F><U+0093><U+00A2> @CarlyFiorina #Carly2016 #GOPDebate @FlyoverCulture @LeahR77 @steph93065 @MaydnUSA http://t.co/…",3,3,"3",1,"3",0.998823400338795,"3",0.54836423953943,3,3,3
"145",145,145,"629696947453067264","No candidate mentioned","2015-08-07 09:53:46 -0700","Negative","","","RT @Daenerys: Listening to the #GOPDebate like http://t.co/3JrCuQdAFu",1,1,"1",1,"1",0.877687369752387,"1",0.864996782000004,3,1,1
"146",146,146,"629696945125224448","Rand Paul","2015-08-07 09:53:45 -0700","Positive","portsmouth ,Rhode Island","","RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.",1,3,"3",0.999999998748207,"1",0.63334990580456,"1",0.67042910685503,2,3,1
"147",147,147,"629696943963312128","No candidate mentioned","2015-08-07 09:53:45 -0700","Negative","","","RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.",1,1,"1",1,"1",0.882498430191097,"1",0.862734962270595,3,1,1
"148",148,148,"629696943392866304","Jeb Bush","2015-08-07 09:53:45 -0700","Negative","Houston, Texas","Central Time (US & Canada)","RT @pfikac: .@JebBush 'We are on the verge of the greatest time to be alive in this world but Washington is holding us back' #mysa #txlege …",1,1,"1",0.99999999392173,"1",0.906698230709326,"1",0.870630805879476,3,1,1
"149",149,149,"629696941769625600","Donald Trump","2015-08-07 09:53:44 -0700","Negative","SSCA","Arizona","RT @DrMartyFox: #Trump Wins Drudge  Debate Poll   <U+27A1><U+FE0F> By A Landslide   #TedCruz #2   #GOPDebate #PJNET<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>   <U+2611><U+FE0F> http://t.co/YUh6j7QqHA http://…",3,1,"1",0.999999445260434,"3",0.877192872763126,"3",0.503816160654586,2,1,3
"150",150,150,"629696941132279808","No candidate mentioned","2015-08-07 09:53:44 -0700","Positive","Ellicott City, Maryland","Eastern Time (US & Canada)","RT @SiteROI: @GovernorPerry fights back against ""what will you do abt immigration"" Q. Says border is porous, and that must be fixed first. …",1,3,"3",0.999238721377061,"1",0.790756875923987,"1",0.872362089509694,2,3,1
"151",151,151,"629696940532436992","No candidate mentioned","2015-08-07 09:53:44 -0700","Negative","New York, NY","Eastern Time (US & Canada)","Summary is the #GOPDebate: Status quo shit show",1,1,"1",1,"1",0.974570823465045,"1",0.866627308023369,3,1,1
"152",152,152,"629696939257245696","No candidate mentioned","2015-08-07 09:53:44 -0700","Negative","God's Country","","RT @ThePatriot143: Debbie Blocks Tweeter Who Questioned Dem Debate Schedule  http://t.co/gXNa0TOqaQ #GOPDebate @DWStweets http://t.co/kxIKF…",1,1,"1",1,"1",0.914374652737416,"1",0.857735254959081,3,1,1
"153",153,153,"629696937386639360","No candidate mentioned","2015-08-07 09:53:43 -0700","Negative","","Eastern Time (US & Canada)","RT @sallykohn: Hey look, it’s 10 men standing on a stage arguing why they should get to control women’s bodies and choices. #GOPDebate",1,1,"1",0.999421901747128,"1",0.871205867712731,"1",0.833903464875725,3,1,1
"155",155,155,"629696934039543808","No candidate mentioned","2015-08-07 09:53:42 -0700","Negative","","Central Time (US & Canada)","RT @ChrisJZullo: Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #un…",1,1,"1",1,"1",0.894536218289983,"1",0.843667864562848,3,1,1
"157",157,157,"629696932189966336","No candidate mentioned","2015-08-07 09:53:42 -0700","Negative","Pittsburgh, PA","Eastern Time (US & Canada)","RT @RFHKerry: If you think ANY of these people are qualified...unfollow me.  #GOPDebate",1,1,"1",1,"1",0.950015595721166,"1",0.88624418495156,3,1,1
"159",159,159,"629696923729989632","No candidate mentioned","2015-08-07 09:53:40 -0700","Negative","America","Eastern Time (US & Canada)","Who's the real illegal alien- #GOPDebate  Farrakhan on Immigration  the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube",1,1,"1",1,"1",0.90388339723583,"1",0.868487947333809,3,1,1
"160",160,160,"629696921750368256","No candidate mentioned","2015-08-07 09:53:40 -0700","Negative","","","#GOPDebate The talking heads put on the debate now the talking heads are telling us how the debates went. Maybe we wasted our time watching",1,1,"1",1,"1",0.935482519753092,"1",0.873152748748526,3,1,1
"162",162,162,"629696913877639168","Donald Trump","2015-08-07 09:53:38 -0700","Positive","People's Republic of Broward","","#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV",1,3,"3",0.999997671346312,"1",0.846746316367308,"1",0.775159248849153,2,3,1
"165",165,165,"629696909540761600","No candidate mentioned","2015-08-07 09:53:37 -0700","Negative","Nashville","Central Time (US & Canada)","RT @maureenjohnson: ""Where do you think women should sleep when they have The Curse? The shed? Or in an open field, not on your property?' …",1,1,"1",1,"1",0.951380155656334,"1",0.905823313329065,3,1,1
"166",166,166,"629696906747252736","Ben Carson","2015-08-07 09:53:36 -0700","Negative","John Smith AKA Bazooka Joe","Central Time (US & Canada)","""I think God's a pretty fair guy"" -Ben Carson, neurosurgeon, on his belief modern day taxation should be based on an ancient book #GOPDebate",1,1,"1",0.997374570603544,"1",0.877575510023294,"1",0.823989880832989,3,1,1
"167",167,167,"629696901860995072","Donald Trump","2015-08-07 09:53:35 -0700","Negative","Not where I want to be U.S.A.","America/New_York","RT @NancyLeeGrahn: The cheers from #GOPDebate  audience afterTrump defiantly named @Rosie as the woman he called ""Fat Pig"" were the voices …",1,1,"1",1,"1",0.915052615637997,"1",0.869086189124374,3,1,1
"168",168,168,"629696900929855488","No candidate mentioned","2015-08-07 09:53:35 -0700","Negative","New York, NY","Eastern Time (US & Canada)","#BlackLives don't matter, apparently, to Republican candidates for president  http://t.co/8rfevFWSXx / or to @FoxNews #uniteblue #GOPDebate",1,1,"1",1,"1",0.888908924395902,"1",0.868095115918286,3,1,1
"169",169,169,"629696899960844288","No candidate mentioned","2015-08-07 09:53:34 -0700","Negative","The Moon","Mountain Time (US & Canada)","Overall the main thing we learned from the #GOPDebate is that only straight, white, men matter.",1,1,"1",1,"1",0.936710908962594,"1",0.891087856247046,3,1,1
"170",170,170,"629696897884647424","No candidate mentioned","2015-08-07 09:53:34 -0700","Positive","Alaska,South Central","Alaska","@USFree4life I thought @seanhannity had the best post #GOPDebate interviews of the night, gave them all a chance 2straighten their position.",3,3,"3",1,"3",0.593464235609095,"1",0.702155368656691,2,3,3
"171",171,171,"629696892310560768","Donald Trump","2015-08-07 09:53:32 -0700","Negative","","Central Time (US & Canada)","RT @JohnKasich: Hey @RealDonaldTrump, if you're still looking to chip in, check out http://t.co/dy8KnZ122T  #GOPDebate",3,1,"1",0.999994304662834,"3",0.728169668032994,"3",0.683118975330948,2,1,3
"172",172,172,"629696891895181312","No candidate mentioned","2015-08-07 09:53:32 -0700","Negative","Riverside, CA - USA","Pacific Time (US & Canada)","@megynkelly @BretBaier #ChrisWallace, #America is criticizing UR PERFORMANCES during #GOPDebate b/c U did a REALLY bad job as ""moderators.""",1,1,"1",0.999999999999999,"1",0.877579227240004,"1",0.801374935743634,3,1,1
"173",173,173,"629696890490253312","Mike Huckabee","2015-08-07 09:53:32 -0700","Negative","","","“@GovMikeHuckabee: Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate rigged",1,1,"1",0.999999996335134,"1",0.871870779189789,"1",0.856654571956115,3,1,1
